('阜阳市卫生健康委员会', '信息泄露漏洞', '中危')
('星島頭條網', 'SQL注入漏洞', '中危')
('北京北大方正电子有限公司', 'SQL注入漏洞', '中危')
('广州凡拓数字创意科技股份有限公司', 'SQL注入漏洞', '中危')
('河南省人力资源和社会保障厅', '文件上传漏洞', '中危')
('昭通市人力资源和社会保障局', '命令执行漏洞', '高危')
('昭通市人力资源和社会保障局', '命令执行漏洞', '高危')
('南充市工商行政管理局', '命令执行漏洞', '高危')
('沁园官方商城', '逻辑漏洞', '中危')
('蓝桥杯', '权限绕过漏洞', '高危')
('深圳市粮食集团有限公司', 'SQL注入漏洞', '高危')
('国信蓝桥教育科技（北京）股份有限公司', 'XSS漏洞', '中危')
('成都文理学院', '疑似被黑漏洞', '中危')
('四川省政府国有资产监督管理委员会', 'XSS漏洞', '中危')
('四川管理职业学院', 'SQL注入漏洞', '中危')
('大庆市房产管理局', '命令执行漏洞', '高危')
('重庆市市场监督管理局', '命令执行漏洞', '高危')
('岳阳市工商行政管理局', '命令执行漏洞', '高危')
('中国科学院大学', 'SQL注入漏洞', '中危')
('中软国际', 'SQL注入漏洞', '高危')
('焦作市农业机械管理局', '弱口令漏洞', '中危')
('武汉城市管理委员会', '命令执行漏洞', '高危')
('猎豹汽车官网', '信息泄露漏洞', '低危')
('揭阳职业技术学院', 'SQL注入漏洞', '中危')
('香港商报官网', '弱口令漏洞', '低危')
('新疆维吾尔自治区公安厅', 'SQL注入漏洞', '中危')
('新乡市知识产权局', '弱口令漏洞', '中危')
('新疆维吾尔自治区公安厅', 'SQL注入漏洞', '中危')
('南京市卫生和计划生育委员会', '弱口令漏洞', '低危')
('安徽邮电职业技术学院', 'SQL注入漏洞', '中危')
('邢台环境保护局', '疑似被黑漏洞', '低危')
('新华都商学院', '弱口令漏洞', '高危')
('790游戏网', '信息泄露漏洞', '低危')
('海南工商职业学院', '任意文件操作漏洞', '中危')
('中共十堰市茅箭区委宣传部', '疑似被黑漏洞', '低危')
('一兆韦德', '弱口令漏洞', '低危')
('糖尿病论坛', '信息泄露漏洞', '低危')
('吉林省水利水电工程局', 'SQL注入漏洞', '中危')
('深圳市粮食集团有限公司', 'SQL注入漏洞', '高危')
('东莞伍联电子科技有限公司', 'SQL注入漏洞', '中危')
('雷柏科技', 'SQL注入漏洞', '中危')
('深圳市粮食集团有限公司', 'SQL注入漏洞', '高危')
('华东师范大学图书馆', 'SQL注入漏洞', '中危')
('一线姻缘', '逻辑漏洞', '中危')
('九江工商行政管理局', 'SQL注入漏洞', '中危')
('河南省信阳市人力资源和社会保障局', '命令执行漏洞', '高危')
('河南省信阳市人力资源和社会保障局', '命令执行漏洞', '高危')
('厦门市财政局', '任意文件操作漏洞', '中危')
('中国石油和化工网', 'XSS漏洞', '低危')
('中国石油和化工网', 'XSS漏洞', '低危')
('中国城市规划协会', '逻辑漏洞', '中危')
('烽火科技集团', 'SQL注入漏洞', '中危')
('辽宁省法院网', 'SQL注入漏洞', '中危')
('中国石油和化工网', 'XSS漏洞', '中危')
('北海市住房和城乡建设局', 'SQL注入漏洞', '中危')
('辽宁法院网', '弱口令漏洞', '中危')
('江铃汽车股份有限公司', '弱口令漏洞', '中危')
('贵州省水利电力学校', '任意文件操作漏洞', '中危')
('实惠猪', '信息泄露漏洞', '低危')
('丹阳市工程建设厅', '代码执行漏洞', '高危')
('宝鸡文理学院', 'SQL注入漏洞', '中危')
('村易通', '信息泄露漏洞', '低危')
('揭阳市建设局', '信息泄露漏洞', '低危')
('宝鸡文理学院', '文件上传漏洞', '高危')
('深圳实验学校', 'SQL注入漏洞', '中危')
('青岛市国土资源和房屋管理局', '命令执行漏洞', '高危')
('济宁机关党建网', 'SQL注入漏洞', '中危')
('快意电梯官网', '信息泄露漏洞', '低危')
('普陀山风景名胜区管理委员会', 'SQL注入漏洞', '中危')
('石家庄康福外国语学校', 'XSS漏洞', '中危')
('吉林省墙材革新与建筑节能协会', '信息泄露漏洞', '中危')
('河北省共青团', '弱口令漏洞', '中危')
('中国食品农产品认证信息系统_中国国家认证认可监督管理委员会', '弱口令漏洞', '低危')
('厦门中控智慧技术有限公司', '弱口令漏洞', '高危')
('MacIdea 苹果论坛', '信息泄露漏洞', '低危')
('郑州云龙电子信息技术有限公司', '代码执行漏洞', '高危')
('深圳市利联太阳百货有限公司', 'SQL注入漏洞', '中危')
('四川省环境保护厅', '逻辑漏洞', '低危')
('云南省司法厅', '弱口令漏洞', '高危')
('五粮液', '逻辑漏洞', '中危')
('缤特工业信息网', '疑似被黑漏洞', '低危')
('四川省残疾人联合会', 'SQL注入漏洞', '中危')
('连云港经济技术开发区管理委员会', '命令执行漏洞', '高危')
('中国考研网', '信息泄露漏洞', '中危')
('中国科学院大学', 'SQL注入漏洞', '中危')
('内蒙古自治区扶贫开发办公室', 'SQL注入漏洞', '中危')
('上海市浦东新区人民政府', '疑似被黑漏洞', '低危')
('有机化学网', 'SQL注入漏洞', '中危')
('长沙房产( 集团) 有限公司', 'SQL注入漏洞', '中危')
('普陀山风景名胜区管理委员会', 'SQL注入漏洞', '中危')
('长沙房产( 集团) 有限公司', '弱口令漏洞', '中危')
('新疆克拉玛依市白碱滩区政府', '弱口令漏洞', '中危')
('中国共产党荥阳市委员会组织部', '入侵事件漏洞', '低危')
('江西省财政厅会计处', '疑似被黑漏洞', '低危')
('福建农林大学', '弱口令漏洞', '中危')
('中国石油和化工网', '权限绕过漏洞', '中危')
('江苏天亮文化传播有限公司', '信息泄露漏洞', '低危')
('中国114招生网', 'SQL注入漏洞', '中危')
('西北大学', '信息泄露漏洞', '低危')
('华商农业', '信息泄露漏洞', '高危')
('西安外事学院', 'SQL注入漏洞', '中危')
('汪清县人民政府', 'SQL注入漏洞', '中危')
('汪清县人民政府', 'SQL注入漏洞', '中危')
('连云港市赣榆区人民政府', '疑似被黑漏洞', '低危')
('都匀新闻网', '疑似被黑漏洞', '低危')
('尖扎县环境保护和林业局', '疑似被黑漏洞', '低危')
('什邡市人民政府', '疑似被黑漏洞', '低危')
('东风风行', '命令执行漏洞', '高危')
('中网名医', '弱口令漏洞', '低危')
('信阳市人力资源和社会保障局', '命令执行漏洞', '高危')
('淮南市龙湖中学', '信息泄露漏洞', '低危')
('海口市国土资源局', '信息泄露漏洞', '中危')
('中国人民政治协商会议辽宁省委员会', '疑似被黑漏洞', '低危')
('之江教育云', '命令执行漏洞', '中危')
('中央民族大学财务处', '弱口令漏洞', '高危')
('云南省食品药品监督管理局', '弱口令漏洞', '低危')
('浪潮云', '逻辑漏洞', '低危')
('中共鄂托克前旗委员会组织部', '信息泄露漏洞', '中危')
('河南省信阳市人力资源和社会保障局', '命令执行漏洞', '高危')
('景瑞控股', '信息泄露漏洞', '中危')
('华夏黑客同盟', 'XSS漏洞', '中危')
('山东省保险行业协会', '弱口令漏洞', '高危')
('中国民主同盟阳泉市委员会', 'SQL注入漏洞', '低危')
('伊朗国航中国分公司', 'SQL注入漏洞', '中危')
('吉林省水利水电工程局', 'SQL注入漏洞', '中危')
('驾驶员试题网', 'SQL注入漏洞', '中危')
('唐山市司法局', 'SQL注入漏洞', '中危')
('云杂志', '信息泄露漏洞', '低危')
('杭州视界科技有限公司', '入侵事件漏洞', '高危')
('宝鸡市科学技术交流中心', '命令执行漏洞', '高危')
('郑州金地饲料有限公司', '信息泄露漏洞', '低危')
('伊朗国航中国分公司', 'SQL注入漏洞', '中危')
('重庆市农业科学院--茶树病虫害绿色防控管理系统', '弱口令漏洞', '低危')
('宝鸡文理学院', 'SQL注入漏洞', '中危')
('重庆市农业科学院', '弱口令漏洞', '低危')
('济宁机关党建网', 'SQL注入漏洞', '中危')
('重庆微型企业发展网', '信息泄露漏洞', '高危')
('武汉窗友科技有限公司', '逻辑漏洞', '低危')
('浙江金融资产交易中心', '逻辑漏洞', '低危')
('四川省人民政府口岸与物流办公室', '弱口令漏洞', '低危')
('雀氏（福建）实业发展有限公司', '信息泄露漏洞', '中危')
('吉林省水利水电工程局', 'SQL注入漏洞', '中危')
('湖州市住房公积金管理中心', '命令执行漏洞', '高危')
('三樱包装（江苏）有限公司', 'SQL注入漏洞', '中危')
('金圆环保股份有限公司', 'SQL注入漏洞', '中危')
('水利部黄河水利委员会', '命令执行漏洞', '高危')
('南充市工商行政管理局', '弱口令漏洞', '高危')
('HUXTeamDiscuz!插件开发网', '信息泄露漏洞', '低危')
('大连市自来水集团有限公司', 'SQL注入漏洞', '中危')
('第一视频', 'SQL注入漏洞', '中危')
('大连市自来水集团有限公司', '权限绕过漏洞', '低危')
('河南勃达微波电气自动化设备有限公司', '弱口令漏洞', '低危')
('徐州诚信办', '弱口令漏洞', '低危')
('云南省发展和改革委员会', '疑似被黑漏洞', '低危')
('吉林农产品交易中心', 'SQL注入漏洞', '中危')
('南航金城学院', 'SQL注入漏洞', '中危')
('山西安泰集团股份有限公司', '权限绕过漏洞', '中危')
('山东新闻网', 'SQL注入漏洞', '中危')
('广州兼职地带市场管理有限公司redis未授权访问', '信息泄露漏洞', '低危')
('广州兼职地带市场管理有限公司', '信息泄露漏洞', '低危')
('人文社会科学研究管理平台', 'SQL注入漏洞', '中危')
('湖北师范大学', '逻辑漏洞', '低危')
('国家医考官网', '信息泄露漏洞', '低危')
('广西财经大学', '弱口令漏洞', '中危')
('大连开发区港西幼儿园', 'SQL注入漏洞', '中危')
('河南省残疾人联合会', '弱口令漏洞', '高危')
('精英签证网', 'SQL注入漏洞', '低危')
('厦门厦杏摩托有限公司', '权限绕过漏洞', '中危')
('重庆市第一中级人民法院', '信息泄露漏洞', '低危')
('白银市文化广播影视新闻出版局', '权限绕过漏洞', '低危')
('高平市空气质量实时数据发布系统', '信息泄露漏洞', '低危')
('广东省生态环境厅', 'SQL注入漏洞', '低危')
('岭南科普网', '信息泄露漏洞', '低危')
('成都康弘药业集团', '弱口令漏洞', '高危')
('山西省贸易学校', '信息泄露漏洞', '低危')
('成都蚂蚁物流(集团)有限公司', '弱口令漏洞', '高危')
('洛阳市伊川县人民政府网', '弱口令漏洞', '低危')
('厦门厦杏摩托有限公司', '逻辑漏洞', '低危')
('吉林省水利水电工程局', 'SQL注入漏洞', '中危')
('吉林省墙材革新与建筑节能协会', 'SQL注入漏洞', '中危')
('商丘市委老干部局', 'SQL注入漏洞', '中危')
('岱宇上海', '权限绕过漏洞', '低危')
('爱亲母婴', '弱口令漏洞', '中危')
('南通招商引资网', 'SQL注入漏洞', '中危')
('广东高考网', '弱口令漏洞', '中危')
('壹品健康网', '权限绕过漏洞', '中危')
('黄金投资策略网', '弱口令漏洞', '中危')
('邢台市城乡规划局', 'XSS漏洞', '中危')
('无锡市第二人民医院', '命令执行漏洞', '高危')
('天津忠旺铝业有限公司', 'SQL注入漏洞', '中危')
('深圳市利联太阳百货有限公司', 'SQL注入漏洞', '中危')
('天津三英精密仪器股份有限公司', 'SQL注入漏洞', '中危')
('VOA_VOA慢速英语', '信息泄露漏洞', '中危')
('开封市公路管理局', '弱口令漏洞', '低危')
('易优百', '逻辑漏洞', '中危')
('深圳市珍爱网信息技术有限公司', '信息泄露漏洞', '高危')
('易优百', '逻辑漏洞', '低危')
('易优百', '逻辑漏洞', '低危')
('中国铁建电气化局集团北方工程有限公司', '文件上传漏洞', '高危')
('浙江中天纺检测有限公司网站', '弱口令漏洞', '低危')
('全国妇幼卫生监测办公室', '信息泄露漏洞', '中危')
('全国妇幼卫生监测办公室', '弱口令漏洞', '中危')
('郑州颐和医院', '信息泄露漏洞', '低危')
('中国墙布网', '信息泄露漏洞', '低危')
('浙江畅唐网络股份有限公司', '信息泄露漏洞', '高危')
('淄博全面深化改革网', 'XSS漏洞', '中危')
('华联期货有限公司', '信息泄露漏洞', '低危')
('新速特软件站', '信息泄露漏洞', '中危')
('成都康弘药业集团股份有限公司', '命令执行漏洞', '高危')
('上海克丘机电设备有限公司', '信息泄露漏洞', '低危')
('新程旅行网', '信息泄露漏洞', '低危')
('广州人来康复设备', '信息泄露漏洞', '低危')
('华源医药网', '信息泄露漏洞', '低危')
('广东伟力通汽车用品有限公司', '信息泄露漏洞', '低危')
('郑州英诺高科有限公司', '信息泄露漏洞', '低危')
('呱呱财经官方网站', '逻辑漏洞', '低危')
('大连开发区港西幼儿园', 'SQL注入漏洞', '中危')
('广州趣哪信息科技有限责任公司', '权限绕过漏洞', '中危')
('易特网络', 'SQL注入漏洞', '中危')
('北京雪莲国际时装有限公司', 'SQL注入漏洞', '中危')
('东方国际拍卖有限责任公司', 'SQL注入漏洞', '中危')
('湖北黄山头酒业', 'SQL注入漏洞', '中危')
('广东省农业科学院蚕业与农产品加工研究所', 'SQL注入漏洞', '中危')
('香港中国企业协会', 'SQL注入漏洞', '中危')
('常州展览', 'SQL注入漏洞', '中危')
('归正福音网', 'SQL注入漏洞', '中危')
('江龙船艇科技股份有限公司', '弱口令漏洞', '中危')
('成都信息工程大学', '弱口令漏洞', '高危')
('晋中市住房保障与城乡建设局', 'SQL注入漏洞', '中危')
('格兰仕', '信息泄露漏洞', '低危')
('南安市科技局', '弱口令漏洞', '高危')
('绿港燃气', '信息泄露漏洞', '低危')
